relative_dir,filename,text
제3편_행정/제1장_일반행정,3-1-14. 정보보호규정(2025.2.12.).hwp,"정 보 보 호 규 정 제 1 장 총 칙 제1조(목적) 이 규정은 동국대학교(이하 “본교”라 한다)의 정보통신서비스 제공에 사용되는 정보통신망의 안정성 및 정보의 신뢰성을 확보하기 위한 보호조치 등에 관한 구체적 내용을 정하는 것을 목적으로 한다. 제2조(정의) 이 규정에서 사용하는 용어의 뜻은 다음과 같다. 1. “정보통신서비스”란 정보통신설비(정보통신서비스를 제공하기 위한 기계, 기구, 선로 등의 설비) 및 시설(정보통신설비가 집적되어 있는 시설 및 부대시설)을 이용하여 정보를 제공하거나 정보의 제공을 매개하는 것을 말한다. 2. “주요자산”이란 정보통신설비 중 라우터, 스위치, 웹서버, DNS, DB서버, 컴퓨터, 무선AP 등의 H/W 및 S/W를 포함한 정보통신서비스 제공에 중대한 영향을 미치는 설비를 말한다. 3. “정보통신서비스제공자”란 정보통신설비 및 시설을 이용하여 정보를 제공하거나 정보의 제공을 매개하는 자를 말한다. 4. “이용자”란 정보통신서비스제공자가 제공하는 정보통신서비스를 이용하는 자를 말한다. 5. “침해사고”란 해킹 및 컴퓨터바이러스의 유포 등으로 인하여 정보시스템의 정상적인 운영에 대한 방해, 정보의 유출, 파괴, 위조 및 변조 등이 발생한 사태를 말한다. 제3조(정보보호조직의 구성 및 역할) ① 정보보호를 위한 조직으로 정보보안담당관, 정보보안담당자, 시스템 관리자를 둘 수 있다.(2013.5.6 개정) ② 정보보안담당관은 정보보호와 관련한 제반 업무를 총괄하는 자로 정보보안담당자 및 시스템관리자의 업무를 관리·감독하며 디지털정보처장이 당연 겸직한다. (2013.5.6., 2013.7.8., 2025.2.12. 개정) ③ 정보보안담당자는 주요자산의 정보보안을 총괄 관리한다.(2013.5.6 개정) ④ 시스템관리자는 주요자산을 관리, 운영한다. 제4조(정보보안심사위원회) ① 체계적이고 효율적인 보안정책 수립, 심의 및 관리를 위하여 정보보안심사위원회(이하 “위원회”라 한다)를 둔다. ② 위원회"
제3편_행정/제1장_일반행정,3-1-17. 개인정보보호규정(2025.2.12.).hwp,"개인정보보호 규정 제 1 장 총 칙 제1조(목적) 이 규정은 동국대학교(이하 ""본교""라 한다)의 개인정보 보호 및 관리를 위하여 필요한 사항을 규정함을 목적으로 한다. 제2조(적용 범위) ① 적용 범위는 본교 전 부서로 한다. ② 개인정보 보호와 관련하여 따로 규정을 두는 경우를 제외하고는 이 규정을 따른다. 제3조(정의) 이 규정에서 사용하는 용어의 정의는 다음 각 호와 같다. 1. “개인정보”란 살아 있는 개인에 관한 정보로서 성명, 주민등록번호 및 영상 등을 통하여 개인을 알아볼 수 있는 정보(해당 정보만으로는 특정 개인을 알아볼 수 없더라도 다른 정보와 쉽게 결합하여 알아볼 수 있는 것을 포함한다)를 말한다. 2. “개인정보 취급자”란 이용자의 개인정보를 수집, 보관, 처리, 이용, 제공, 관리 또는 파기 등의 업무를 하는 자를 말한다. 3. “처리”는 컴퓨터 또는 CCTV에 의하여 수집되는 화상정보 및 정보의 입력·저장·편집·검색·삭제·출력 및 재생 기타 이와 유사한 행위를 말한다. 4. “개인정보파일”은 특정개인의 신분을 식별할 수 있는 사항에 의하여 당해 개인정보를 검색할 수 있도록 체계적으로 구성된 개인정보의 집합물로서 컴퓨터의 자기테이프·자기디스크, 기타 이와 유사한 매체에 기록된 것을 말한다. 5. “영상정보처리기기”란 일정한 공간에 지속적으로 설치되어 사람 또는 사물의 영상 등을 촬영하거나 이를 유·무선망을 통하여 전송하는 장치로서 대통령령으로 정하는 장치를 말한다. 6. “처리정보”는 개인정보파일에 기록되어 있는 개인정보를 말한다. 7. “보유”는 개인정보파일을 작성 또는 취득하거나 유지·관리하는 것(개인정보의 처리를 다른 기관·단체 등에 위탁하는 경우를 포함하되, 다른 기관·단체 등으로부터 위탁 받은 경우는 제외한다)을 말한다. 8. “보유부서”는 개인정보파일을 보유하는 부서를 말한다. 9. “정보주체“는 처리정보에 의하여 식별되는 자로서 당해 정보의 주체가 되는 자를 말한다"
제3편_행정/제1장_일반행정,3-1-18. 정보공시 및 통계관리규정(2020.3.18).hwp,"정보공시 및 통계관리규정 제1조(목적) 이 규정은 「교육관련기관의 정보공개에 관한 특례법」 및 동법 시행령에 따라 정보공시 및 각종 통계관리의 체계적 운영 및 효율적 관리에 필요한 세부 사항을 정함을 목적으로 한다. 제2조(용어의 정의) 이 규정에서 사용하는 용어의 정의는 다음과 같다. 1. “총괄관리부서”라 함은 정보공시 및 각종 통계를 총괄 관리하는 부서를 말한다. 2. “입력부서”라 함은 정보공시 항목 내용을 각종 통계 관련 시스템에 입력하는 행정부서 및 학사운영실을 말한다.(2020.3.18. 개정) 3. “총괄담당자”라 함은 각 부서에서 작성한 정보공시 및 통계자료를 확인하고, 외부 관련 기관에 제출하는 등 관련 업무를 총괄·관리하는 자를 말한다. 4. “입력담당자”라 함은 입력부서에서 정보공시 항목 및 각종 통계자료의 입력·확인에 관한 실무를 담당하는 자를 말한다. 5. “확인자”라 함은 입력담당자가 입력·확인한 정보공시 항목 및 각종 통계자료를 최종 확인하고 결재하는 실/팀장 및 부서장을 말한다. 제3조(총괄관리부서) ① 정보공시 및 통계관리의 총괄관리부서는 본교 및 분교 기획처 평가감사실 및 기획처 경영평가실로 한다.(2018.1.9. 개정) ② 총괄관리부서는 정보공시 및 각종 통계의 내용에 따라 입력부서를 지정한다. 제4조(입력부서) ① 각 입력부서는 정보공시 및 각종 통계 조사 시 관련 내용을 성실히 조사하여 실적 누락 및 입력 오류가 발생하지 않도록 해야 한다. ② 입력 담당자는 정규직 직원으로 하며, 주요 항목의 담당자는 최소 2년 이상의 업무 연속성을 보장하는 것을 원칙으로 한다. ③ 정보공시항목 및 주요 통계 자료에 대해 소속 부서장 결재 후, 입력 내용에 대한 근거데이터를 첨부하여 정해진 기한 내 그룹웨어 공문으로 총괄관리부서에 제출해야 한다. ④ 각 입력부서에서 접수한 통계조사관련 외부 수신문은 총괄관리부서에 공람하고, 대외기관에 제출하는 주요 통계 자료는 사전"
제3편_행정/제1장_일반행정,3-1-2. 문서규정(2025.3.27.).hwp,"문 서 규 정 제 1 장 총 칙 제1조(목적) 이 규정은 동국대학교(이하 “본교”라 한다)에서 취급하는 문서의 관리에 관하여 필요한 사항을 규정함으로써 문서의 간소화･표준화･과학화 및 정보화를 기하여 행정의 능률 향상을 목적으로 한다. 제2조(적용범위) 문서의 작성ㆍ처리ㆍ유통은 다른 특별한 규정이 없는 한 이 규정에 정한 바에 의한다. 다만, 서울캠퍼스의 기록물관리에 대해서는 기록물관리에 관한 규정에 따른다.(2025.3.27. 개정) 제3조(사무처리의 전자문서화 원칙) 공적인 업무는 전자문서로 하는 것을 원칙으로 한다. 단, 필요한 경우 종이문서로 대체할 수 있으며 시급한 경우 및 경미한 사항은 구두, 교내메일, 전화, 팩스, 녹음, 비디오 녹화 등을 이용하여 사무처리를 할 수 있다. 제4조(정의) 이 규정에서 사용하는 용어의 정의는 다음과 같다. 1. “공문서”(이하 ‘문서’라 한다)라 함은 본교 내부 또는 교내기관 상호간이나 대외적으로 공무상 작성·시행·접수한 모든 문서(전자문서·도면·사진·디스크·테이프·필름·슬라이드 등의 특수매체기록을 포함한다)를 말한다. 2. “문서관리부서”라 함은 교내 문서의 분류･배부･수발 업무 지원 및 보존 등 문서에 관한 사무를 주관하는 부서를 말한다. 3. “전자문서”라 함은 컴퓨터 등 정보처리능력을 가진 장치에 의하여 전자적인 형태로 작성, 송ㆍ수신 또는 저장된 문서를 말한다. 4. “결재권자”라 함은 총장 또는 단위기관의 장을 말하며 또한 제22조 제2항 및 제3항에 의거하여 총장으로부터 결재권을 위임받은 자 및 대결하는 자를 말한다. 5. “서명”이라 함은 기안자ㆍ검토자ㆍ협조자ㆍ대결권자･전결권자･결재권자 또는 발신명의인이 문서(전자문서를 제외한다)상에 자필로 자기의 성명 또는 인장을 다른 사람이 알아볼 수 있도록 표시하는 것을 말한다. 6. “전자문자서명”이라 함은 기안자ㆍ검토자ㆍ협조자ㆍ대결권자･전결권자･결재권자 또는 발신명의인이 전자문서상에 전자적 결합으로 자동 생성된 자기의 성명을 전자적인 문자 형태로 표시하는 것을 말한다."
제3편_행정/제1장_일반행정,3-1-21. 대학입학전형 자체영향평가에 관한 규정(2020.9.22).hwp,"대학입학전형 자체영향평가에 관한 규정 제1조(목적) 이 규정은 『공교육 정상화 촉진 및 선행교육 규제에 관한 특별법』제10조 및 동법 시행령 제5조 제3항에 근거하여 동국대학교 서울캠퍼스(이하 “본교”라 한다.) 대학입학전형 자체영향평가 시행에 필요한 제반사항을 규정함을 목적으로 한다. 제2조(자체영향평가의 정의) ① “자체영향평가”란 대학입학전형에서 본교 자체적으로 실시하는 각종고사(논술 등 필답고사, 면접·구술고사, 신체검사, 실기·실험고사 및 교직적성·인성검사를 말한다)의 출제범위 및 선행학습 유발 요인 등을 점검·분석·평가하고, 그 결과를 공개하는 것을 말한다. ② 다만, 예체능 계열의 실기고사는 자체영향평가 대상에서 제외되며, 그 외에도 예외 사항에 해당되는 경우 대상에서 제외한다. 제3조(자체영향평가위원회의 구성) ① 자체영향평가를 실시하기 위하여 자체영향평가위원회(이하 “위원회”라 한다)를 둔다. ② 위원회는 교무부총장을 위원장으로 하고 자체영향평가의 객관성, 공정성 및 신뢰성을 확보할 수 있도록 내부위원은 7명 이내, 외부위원은 4명 이내로 구성한다. ③ 위원은 입학처장, 교무처장, 입학실장을 당연직 위원으로 하며 전임교원 및 외부 위원(고교 교육과정 전문가, 현직 고교 교사 등) 중에서 교무부총장의 제청으로 총장이 위촉한다.(2019.8.21., 2020.9.22., 2023.3.30. 개정) ④ 위원회에는 간사 1인을 두되, 간사는 입학실장이 된다.(2020.9.22. 개정) 제4조(자체영향평가위원회의 기능) 위원회는 다음 각 호의 사항을 심의·의결한다. 1. 자체영향평가의 방법 및 절차에 관한 사항 2. 본교 각종 고사의 선행학습 유발여부에 대한 사항 3. 자체영향평가 결과에 따른 대학별 고사의 선행학습 유발 방지 방안 4. 자체영향평가 결과의 차년도 입학전형에의 반영에 관한 사항 5. 기타 자체영향평가에 관한 사항 제5조(자체영향평가위원회의 회의 소집 및 의결) ①"
제3편_행정/제1장_일반행정,3-1-29. 입학전형 회피.배제 규정(2020.1.13).hwp,"입학전형 회피․배제 규정 제1조(목적) 이 규정은 입학전형의 공정성과 신뢰성을 확보하기 위해 입학전형의 회피․배제에 대한 기본원칙과 운영방법을 정하는 것을 목적으로 한다. 제2조(정의) 이 규정에서 사용하는 용어의 정의는 다음과 같다. 1. ‘회피’란 입학전형에 응시한 학생과 관계된 입학관련 업무 참여자가 스스로 해당 학생 선발업무에 참여하지 않고 피하려는 것을 말한다. 2. ‘배제’란 입학전형에 응시한 학생과 관계된 입학관련 업무 참여자를 해당 학생 선발 업무에서 제외하는 것을 말한다. 3. ‘입학전형에 응시한 학생과 관계’란 「고등교육법」 제34조의2 및 「고등교육법 시행령」제31조의2와 본 규정 제3조, 제4조에서 정하는 관계를 말한다. 제3조(회피) 입학관련 업무 참여자 본인 또는 그 배우자나 배우자이었던 사람이 입학전형에 응시한 학생과 다음 각 호의 어느 하나에 해당하는 특수한 관계의 경우 해당 입학관련 업무 참여자는 그 사실을 입학처에 신고하여야 한다. 1. 본인 또는 그 배우자나 배우자이었던 사람이 입학전형에 응시한 학생을 그 학생이 응시한 입학전형의 입학연도가 개시되는 날부터 직전 3년 이내에 「학원의 설립ㆍ운영 및 과외교습에 관한 법률」에 따라 교습하거나 과외교습한 경우 2. 본인 또는 그 배우자나 배우자이었던 사람이 입학전형에 응시한 학생을 그 학생이 응시한 입학전형의 입학연도가 개시되는 날부터 직전 3년 이내에 「고등교육법」, 「초ㆍ중등교육법」 및 그 밖의 법령에 따른 학교에서 교육한 경우 3. 본인 또는 그 배우자나 배우자이었던 사람이 입학전형에 응시한 학생과 「민법」 제777조에 따른 친족인 경우 4. 그 밖에 공정한 업무 수행에 차질을 줄 수 있는지 사전에 검토할 필요가 있는 경우로서 따로 정하는 경우 (이 경우는 본 규정 또는 매년 수립하는 본 대학교 회피․배제 계획에 반영하여 정한다.) 제4조(배제) ① 입학관련 업무 참여자 본인 및 그 배우자가 입학전형에 응시한 학생과 4촌 이내의 친족(「민법」 제777조에 따른 친족을 말한다)인 경"
제3편_행정/제1장_일반행정,3-1-3. 직인사용규정(2025.2.12.).hwp,"직인사용규정 제 1 장 총 칙 제1조(목적) 이 규정은 문서규정 부칙 제2조에 의거하여 본 대학교의 학교명의, 또는 총장, 각 부서장의 명의로 발송, 교부, 인증(認證)하는 문서에 사용하는 직인(職印)의 규격, 종류와 관리 및 사용, 기타 필요한 사항을 정한다. 제2조(적용범위) 이 규정은 특별한 예외규정이 없는 한, 제3조에 정하는 직인을 사용하는 모든 부서에 적용한다. 제3조(종류) 직인의 종류는 다음 각 호와 같다. 1. 학교의 인(원형 철인) 2. 총장의 인 3. 부총장의 인(서울, WISE, 의무) (2006.4.17., 2022.9.27. 개정) 4. 각 본부장, 처장, 단장, 원장, 관장, 실장의 인(2004.04.06. 2005.4.7. 2007.3.28 개정) 5. 각 대학원장의 인 6. 각 대학장의 인 7. 각 부속교육기관장의 인(2005.4.7. 2006.4.17 2007.3.28 개정) 8. 부속기관장의 인 9. 연구기관장의 인(2007.3.28 개정) 10. 각종 위원회의 인 11. 기타 총장이 필요하다고 인정하는 부서장의 인 제4조(규격) ① 철인은 원형으로 하되, 그 크기는 직경 33㎜로 한다. ② 직인은 정사각형으로 하되, 그 규격은「별표1」과 같이 한다. 제 2 장 관리 및 사용 제5조(각인) ① 직인의 각인은 기관명칭, 직인명칭 다음에 ""인(印)""자를 붙여 가로로 쓰되 전서체(篆書體)로 한다. ② 직인을 신규로 각인하거나 마모, 분실 등의 사유로 재각인할 경우에는 직인 관리자가 총장의 승인을 받아 총무인사팀(WISE캠퍼스는 총괄지원팀)에 의뢰하여 각인하고, 그 인영(印影)을 직인대장에 등록한 뒤에 사용한다.(2007.3.28., 2014.11.1., 2022.9.27., 2023.3.30. 개정) ③ 직인을 새로 각인하거나, 개인(改印), 폐기한 경우에는 지체없이 변경사실을 교내에 공고하고, 필요한 경우 교육부장관에게 통보한다.(2019.8.21. 개정) 제6조(폐기) ① 직인을"
제3편_행정/제1장_일반행정,3-1-30. 소통·공감 홈페이지 운영 규정(2025.9.18.).hwp,"소통·공감 홈페이지 운영 규정 제1조(목적) 이 규정은 동국대학교 서울캠퍼스(이하 “본교”라 한다)에서 구성원 간의 소통채널을 구축하여 유대감 및 공감대를 형성하기 위한 ‘소통·공감 홈페이지’의 운영에 관한 사항을 규정함을 목적으로 한다.(2025.9.18. 개정) 제2조(기능) 소통·공감 홈페이지는 본 대학 구성원들 간의 소통·참여를 활성화하여 각종 의사결정, 정책 입안, 제도 개선 등에 반영하기 위해 다음 각 호의 기능을 둔다. 1. <삭제 2025.9.18.> 2. 동국인의 제안 : 학교발전을 위한 구성원들의 건설적인 제안과 공론화의 장 3. 미담 우체국 : 구성원들로부터 다양한 미담을 제보받아 대내외적으로 홍보(2025.9.18. 신설) 4. 동국리서치 : 학교가 구성원들에게 특정 아젠다에 대해 능동적으로 의견을 수렴(2025.9.18. 개정) 5. 동국의 변화 : ‘동국인의 제안’ 코너에서 제안하여 시행된 사례 중 우수사례를 공유(2025.9.18. 개정) 제3조(운영 주체) 소통·공감 홈페이지는 대외협력처 홍보실에서 운영한다.(2023.3.30. 개정) 제4조(참여 대상) 소통·공감 홈페이지 내 주요 기능인 제2조제2호부터 제4호에 참여 가능한 구성원은 다음 각 호와 같다.(2025.9.18. 개정) 1. 학생 2. 교원 3. 직원 4. 동문 제6조(운영 절차) 소통·공감 홈페이지 중 제2조 제2호에 대한 운영 절차는 각 호와 같다.(2025.9.18. 개정) 1. 참여 대상의 신규 제안 등록 2. 제안에 대한 구성원의 의견 수렴 가. 신규 제안 등록 후 일정 기간 동안 구성원들은 해당 제안에 대한 의견을 개진할 수 있다. <구분><의견개진 방법> <선택형><공감><제안에 대한 동의 의견 표시><비공감><제안에 대한 비동의 의견 표시> <서술형><댓글><제안에 대한 의견을 서술> 나. 관련 부서는 의견 수렴 기간 동안 제안내용 및 구성원들의 다양한 의견을 모니터링 한다. 3. 제안에 대한"
제3편_행정/제1장_일반행정,3-1-33. 입학전형 운영 규정(2023.11.16.).hwp,"입학전형 운영 규정 제 1 장 총 칙 제1조(목적) ① 이 규정은 학칙 제22조(입학전형)에 의거하여 동국대학교 서울캠퍼스(이하“본교”) 신편입학 입학전형 운영에 관한 제반사항을 정하는 것을 목적으로 한다. ② 대학원 및 외국인 관련 입학전형은 제외한다. 제2조(용어의 정의) 이 규정에서 사용하는 용어의 정의는 다음 각 호와 같다. 1. “입학사정관”이라 함은 학생선발 및 관련 업무를 위해 임용 또는 위촉된 자를 말한다. 2. “학생부위주전형”이라 함은 학생부종합전형과 학생부교과전형 등 학교생활기록부를 중심으로 다양한 전형요소(서류평가, 면접 등)에 의해 학생을 선발하는 전형을 말한다. 3. “대학별 고사”라 함은 학생선발을 위해 대학이 실시하는 논술, 면접, 실기고사 등을 말한다. 제 2 장 입 학 사 정 관 제3조(신분) 입학사정관은 다음과 같은 신분으로 구분한다. 1. 전임입학사정관 : 학생선발 및 관련 업무 전담을 목적으로 임용된 교수 또는 직원 2. 위촉입학사정관 : 전임교원 중에서 학생선발을 위해 위촉된 교원. 다만, 입학전형의 공정성 및 신뢰성에 위배되지 않는 경우에 한해 총장의 승인을 거쳐 외부 입학전형업무 유경험자 또는 해당분야 전문가를 위촉할 수 있다. 3. 전환입학사정관 : 본교 교직원 중에서 학생선발 및 관련 업무를 위해 입학처 근무를 배정받아 직무를 수행하는 교직원 중 입학처장이 요청한 자 제4조(업무) 입학사정관은 다음 각 호의 직무를 각각 수행할 수 있다. 1. 전형요소 평가를 통한 학생 선발 2. 입학전형 업무 참여 3. 입시 및 전형결과 분석 4. 입학전형 안내 및 상담 업무 5. 그 밖에 입학 업무 등과 관련하여 입학처장이 정하는 업무 제5조(임용 및 계약) 전임입학사정관 임용 및 계약에 관한 사항은 본교 관련 규정 또는 별도 지침에 따른다. 제6조(수당) 수당에 관한 사항은 본교 인사규정 및 별도 지침에 따른다. 제7조(교육훈련) 입학사정관은 평가의 전문성을"
제3편_행정/제1장_일반행정,3-1-34. 개인형 이동장치 이용에 관한 규정(2025.2.12.).hwp,"개인형 이동장치 이용에 관한 규정 제1조(목적) 이 규정은 동국대학교(이하 “본 대학교”라 한다) 서울캠퍼스 내 개인형 이동장치의 안전관리에 필요한 사항을 규정함을 목적으로 한다. 제2조(정의) “개인형 이동장치”란 최고속도 25km/h미만, 총중량 30kg 미만인 개인형 이동장치 중 행정안전부령으로 정하는 것을 말한다. 제3조(관리부서) 본 대학교 개인형 이동장치에 관한 전반적인 운영사항은 총무처장(바이오메디캠퍼스는 BMC행정처장)이 관장하며, 그 관리 운영은 총무인사팀(바이오메디캠퍼스는 행정운영팀)에서 담당한다.(2023.3.30., 2025.2.12. 개정) 제4조(적용범위) 이 규정은 본 대학교 캠퍼스내(이하 “학내”라고 한다)에서 적용한다. 제5조(통행의 금지 및 제한) 관리부서는 대학 내 도로에서의 위험을 방지하고 교통의 안전과 보행자 등의 원활한 소통을 확보하기 위하여 학내 구간에 대하여 개인형 이동장치의 통행을 금지한다. 제6조(속도 제한 등) 주차 장소 이동 또는 특별한 사정에 의하여 본 대학교의 허가를 득하여 부득이하게 학내 구간을 운행하는 경우에는 개인형 이동장치의 도로 통행 속도는 20km/h 이하로 한다. 제7조(인명보호 장구 의무착용) 주차 장소 이동 또는 특별한 사정에 의하여 본 대학교의 허가를 득하여 부득이하게 학내 구간을 운행하는 경우의 개인형 이동장치 운전자는 행정안전부령으로 정하는 인명보호 장구를 반드시 착용하여야 한다. 제8조(주차 장소의 제공) 대학은 학내에 개인형 이동장치 주차를 위한 공간을 마련하여야 하며, 그 장소는 다음과 같다. 1. 중문 출입 후 문화관 앞 2. 신공학관 입구 맞은 편 3. 약학관 자전거 거치대 옆 제9조(주차위반에 대한 조치) ① 관리부서는 제7조를 위반하여 주차하고 있는 개인형 이동장치가 교통에 위험을 일으키게 하거나 방해될 우려가 있을 때에는 개인형 이동장치의 운전자 또는 관리 책임이 있는 사람에게 주차 방법을 변경하거나 그 곳으로부터 이동할 것을 명할 수 있다. ② 관리부서"
제3편_행정/제1장_일반행정,3-1-37. 공익신고 처리 및 공익신고자 보호 등에 관한 규정(2022.10.20).hwp,"공익신고 처리 및 공익신고자 보호 등에 관한 규정 제1장 총칙 제1조(목적) 이 규정은 공익신고자보호법(이하 “법”이라 한다.) 및 동법 시행령(이하 “시행령”이라 한다.)에 따라 동국대학교에 신고되는 공익신고의 접수·처리, 공익신고자 보호 등에 관한 업무절차를 정함으로써 공익침해행위 예방 및 공익신고자 보호제도의 활성화에 기여함을 목적으로 한다. 제2조(정의) 이 규정에서 사용하는 용어의 정의는 다음과 같다. 1. “공익침해행위”란 동국대학교 및 구성원과 관련하여 공공의 이익 및 공정한 경쟁을 침해하는 행위로서 법 제2조제1호에 따른 행위를 말한다. 2. “공익신고”란 공익침해행위가 발생하였거나 발생할 우려가 있다는 사실을 신고·진정·제보·고소·고발하거나 공익침해행위에 대한 조사의 단서를 제공하는 것을 말한다. 다만, 다음 각 목의 어느 하나에 해당하는 경우는 공익신고로 보지 아니한다. 가. 공익신고 내용이 거짓이라는 사실을 알았거나 알 수 있었음에도 불구하고 공익신고를 한 경우 나. 공익신고와 관련하여 금품이나 근로관계상의 특혜를 요구하거나 그 밖에 부정한 목적으로 공익신고를 한 경우 3. “공익신고등”이란 공익신고와 공익신고에 대한 조사·수사·소송 및 공익신고자 보호조치에 관련된 조사·소송 등에서 진술·증언하거나 자료를 제공하는 것을 말한다. 4. “공익신고자”란 공익신고를 한 사람을 말한다. 5. “공익신고자등”이란 공익신고자와 공익신고에 대한 조사·수사·소송 및 공익신고자 보호조치에 관련된 조사·소송 등에서 진술·증언하거나 자료를 제공하는 사람을 말한다. 6. “불이익조치”란 다음 각 목의 어느 하나에 해당하는 조치를 말한다. 가. 파면, 해임, 해고, 그 밖에 신분상실에 해당하는 신분상의 불이익조치 나. 징계, 정직, 감봉, 강등, 승진 제한, 그 밖에 부당한 인사조치 다. 전보, 전근, 직무 미부여, 직무 재배치, 그 밖에 본인의 의사에 반하는 인사조치 라. 성과평가 또는 동료평가"
제3편_행정/제1장_일반행정,3-1-38. 안전관리규정(2025.2.12.).hwp,"안전관리규정 제1장 총 칙 제1조(목적) 이 규정은「고등교육법」제27조의2(안전관리계획의 수립･시행)에 따라 동국대학교 서울캠퍼스, 바이오메디캠퍼스, 만해마을캠퍼스(이하 “본교”라 한다)에서 발생할 수 있는 각종 안전사고로부터 보호하기 위하여 안전사고예방 및 안전사고 후 처리에 필요한 사항 등을 규정함으로써 안전 활동 확립에 이바지함을 목적으로 한다. 제2조(적용범위) 이 규정은 본교 모든 구성원(교직원, 연구원, 학생 등) 및 외부업체 등 캠퍼스를 출입하는 모든 사람을 대상으로 한다. 제3조(정의) 이 규정에서 사용하는 용어의 정의는 다음과 같다. 1. “안전사고”란 재해, 범죄, 보건, 교통 관련 사고 등 학내에서 발생하는 모든 안전과 관련한 사고를 의미한다. 2. “안전관리”란 평상 시 안전사고의 예방, 사고 발생 시 사고 원인 규명 및 조치와 유사사고 발생 방지 방안 수립 등 안전과 관련한 전반적인 업무를 의미한다. 3. “중대산업재해”란 「산업안전보건법」 제2조제1호에 따른 산업재해 중 다음 각 목의 어느 하나에 해당하는 결과를 야기한 재해를 말한다. 가. 사망자가 1명 이상 발생 나. 동일한 사고로 6개월 이상 치료가 필요한 부상자가 2명 이상 발생 다. 동일한 유해요인으로 급성중독 등 대통령령으로 정하는 직업성 질병자가 1년 이내에 3명 이상 발생 4. “자연재해”란 태풍, 홍수, 호우, 강풍, 풍랑, 해일, 대설, 한파, 낙뢰, 가뭄, 폭염, 지진, 황사 등 그 밖에 이에 준하는 자연현상으로 인하여 발생하는 재해를 말한다. 제4조(책무) ① 각종 안전사고로부터 구성원의 생명·신체·재산 및 대학의 시설물 등의 재산을 보호할 책임을 지고, 안전사고를 예방하고 피해를 줄이기 위하여 노력하여야 하며, 발생한 피해를 신속히 대응 복구하기 위한 계획을 수립·시행하여야 한다. ② 각 대학(원), 연구기관, 행정부서의 장은 안전사고 예방 및 사고 발생 시 피해의 최소화를 위하여 우선적으로 배려하고 조치하여야 한다. 제2장 조직"
제3편_행정/제1장_일반행정,3-1-39. 안전보건관리규정(2023.3.30.).hwp,"안전보건관리규정 제1장 총칙 제1조(목적) 이 규정은 「산업안전보건법」 제25조에 따라 동국대학교(서울캠퍼스) 현업업무종사자의 안전, 보건관리에 관한 사항을 규정하여 안전하고 쾌적한 작업환경을 조성함으로써 노무를 제공하는 사람의 안전과 보건을 유지·증진함을 목적으로 한다. 제2조(적용범위) ① 이 규정은 동국대학교(서울캠퍼스)(이하“본교”이라 한다)에서 근무하는 현업업무종사자로서 산업안전보건법 시행령 [별표 1]에 적용을 받는 자에게 적용한다. ② 이 규정에서 정하지 아니한 사항은 관계 법령에서 정한 바에 따른다. 제3조(정의) 이 규정에서 사용하는 용어의 뜻은 다음과 같다. 1. “산업재해”란 노무를 제공하는 사람이 업무에 관계되는 건설물·설비·원재료·가스증기·분진 등에 의하거나 작업 또는 그 밖의 업무로 인하여 사망 또는 부상하거나 질병에 걸리는 것을 말한다. 2. “중대재해”란 산업재해 중 사망 등 재해정도가 심한 것으로서 다음 각 목의 어느 하나에 해당하는 재해를 말한다. 가. 사망자가 1명 이상 발생 나. 동일한 사고로 6개월 이상 치료가 필요한 부상자가 2명 이상 발생 다. 동일한 유해요인으로 급성중독 등 대통령령으로 정하는 직업성 질병자가 1년 이내에 3명 이상 발생 3. “근로자”란 다음 각 목의 어느 하나에 해당하는 자를 말한다. 가. 고용노동부고시「공공행정 등에서 현업업무에 종사하는 사람의 기준」에 따른 현업업무종사자 나. 도급, 용역, 위탁 등 계약의 형식에 관계없이 그 사업의 수행을 위하여 대가를 목적으로 노무를 제공하는 자 다. 사업이 여러 차례의 도급에 따라 행하여지는 경우에는 각 단계의 수급인 및 수급인과 가목 또는 나목의 관계가 있는 자 4. “사용자”란 근로자를 사용하여 사업을 하는 사람을 말한다. 5. “도급”이란 명칭에 관계없이 물건의 제조·건설·수리 또는 서비스의 제공, 그 밖의 업무를 타인에게 맡기는 계약을 말한다. 6. “도급인”이란 물건의 제조·건설·수리 또는"
